DeltaS, gs_value[GS_RIGHT], gs_value[GS_LEFT],lfm_speed[LEFT],lfm_speed[RIGHT]
-546, 299, 845, 418, -18
4, 846, 842, 198, 201
-1, 844, 845, 200, 199
4, 847, 843, 198, 201
-2, 842, 844, 200, 199
-1, 842, 843, 200, 199
1, 844, 843, 199, 200
6, 844, 838, 197, 202
-3, 840, 843, 201, 198
5, 846, 841, 198, 202
-1, 840, 841, 200, 199
-3, 840, 843, 201, 198
0, 839, 839, 200, 200
5, 843, 838, 198, 202
-4, 835, 839, 201, 198
2, 841, 839, 199, 200
1, 843, 842, 199, 200
4, 842, 838, 198, 201
-3, 837, 840, 201, 198
4, 842, 838, 198, 201
5, 843, 838, 198, 202
-4, 839, 843, 201, 198
2, 843, 841, 199, 200
-2, 843, 845, 200, 199
1, 843, 842, 199, 200
-4, 844, 848, 201, 198
-3, 840, 843, 201, 198
1, 843, 842, 199, 200
-1, 842, 843, 200, 199
0, 843, 843, 200, 200
2, 844, 842, 199, 200
-1, 844, 845, 200, 199
5, 845, 840, 198, 202
-2, 842, 844, 200, 199
-1, 838, 839, 200, 199
0, 842, 842, 200, 200
0, 841, 841, 200, 200
1, 841, 840, 199, 200
1, 843, 842, 199, 200
-3, 838, 841, 201, 198
-1, 840, 841, 200, 199
4, 842, 838, 198, 201
-2, 839, 841, 200, 199
0, 838, 838, 200, 200
3, 843, 840, 198, 201
5, 847, 842, 198, 202
6, 846, 840, 197, 202
-3, 839, 842, 201, 198
2, 842, 840, 199, 200
-1, 842, 843, 200, 199
-1, 843, 844, 200, 199
1, 844, 843, 199, 200
1, 847, 846, 199, 200
-5, 840, 845, 202, 198
-1, 843, 844, 200, 199
-3, 843, 846, 201, 198
-7, 840, 847, 202, 197
-1, 843, 844, 200, 199
1, 844, 843, 199, 200
4, 843, 839, 198, 201
-1, 842, 843, 200, 199
-1, 838, 839, 200, 199
1, 840, 839, 199, 200
1, 841, 840, 199, 200
2, 844, 842, 199, 200
-2, 839, 841, 200, 199
-6, 840, 846, 202, 197
-3, 836, 839, 201, 198
-3, 839, 842, 201, 198
-2, 843, 845, 200, 199
4, 845, 841, 198, 201
-3, 842, 845, 201, 198
4, 843, 839, 198, 201
-1, 842, 843, 200, 199
2, 845, 843, 199, 200
-5, 840, 845, 202, 198
-3, 842, 845, 201, 198
1, 844, 843, 199, 200
-2, 845, 847, 200, 199
2, 841, 839, 199, 200
0, 843, 843, 200, 200
0, 843, 843, 200, 200
1, 844, 843, 199, 200
-4, 839, 843, 201, 198
-2, 840, 842, 200, 199
-2, 842, 844, 200, 199
-3, 842, 845, 201, 198
1, 842, 841, 199, 200
-1, 842, 843, 200, 199
-1, 837, 838, 200, 199
2, 843, 841, 199, 200
-3, 839, 842, 201, 198
-4, 837, 841, 201, 198
-2, 839, 841, 200, 199
7, 844, 837, 197, 202
1, 841, 840, 199, 200
-4, 840, 844, 201, 198
3, 843, 840, 198, 201
-1, 842, 843, 200, 199
-2, 842, 844, 200, 199
-3, 840, 843, 201, 198
0, 841, 841, 200, 200
5, 844, 839, 198, 202
-1, 841, 842, 200, 199
0, 843, 843, 200, 200
542, 843, 301, -16, 416
544, 844, 300, -17, 417
59, 843, 784, 176, 223
546, 846, 300, -18, 418
548, 846, 298, -19, 419
2, 842, 840, 199, 200
545, 843, 298, -18, 418
11, 841, 830, 195, 204
13, 845, 832, 194, 205
107, 844, 737, 157, 242
103, 843, 740, 158, 241
110, 844, 734, 156, 244
107, 846, 739, 157, 242
103, 843, 740, 158, 241
-4, 841, 845, 201, 198
-5, 842, 847, 202, 198
490, 844, 354, 4, 396
491, 844, 353, 3, 396
1, 845, 844, 199, 200
1, 844, 843, 199, 200
0, 842, 842, 200, 200
546, 847, 301, -18, 418
0, 842, 842, 200, 200
1, 844, 843, 199, 200
104, 841, 737, 158, 241
102, 840, 738, 159, 240
105, 842, 737, 158, 242
545, 844, 299, -18, 418
542, 843, 301, -16, 416
-4, 840, 844, 201, 198
-4, 843, 847, 201, 198
1, 845, 844, 199, 200
0, 844, 844, 200, 200
540, 843, 303, -16, 416
62, 848, 786, 175, 224
52, 839, 787, 179, 220
59, 844, 785, 176, 223
-2, 841, 843, 200, 199
2, 845, 843, 199, 200
542, 841, 299, -16, 416
547, 846, 299, -18, 418
540, 839, 299, -16, 416
105, 843, 738, 158, 242
105, 843, 738, 158, 242
109, 843, 734, 156, 243
544, 844, 300, -17, 417
544, 843, 299, -17, 417
543, 842, 299, -17, 417
544, 842, 298, -17, 417
537, 840, 303, -14, 414
545, 845, 300, -18, 418
109, 845, 736, 156, 243
543, 844, 301, -17, 417
541, 844, 303, -16, 416
109, 844, 735, 156, 243
536, 838, 302, -14, 414
545, 844, 299, -18, 418
104, 841, 737, 158, 241
540, 842, 302, -16, 416
107, 844, 737, 157, 242
541, 841, 300, -16, 416
106, 846, 740, 157, 242
543, 841, 298, -17, 417
106, 843, 737, 157, 242
105, 844, 739, 158, 242
547, 845, 298, -18, 418
108, 848, 740, 156, 243
546, 844, 298, -18, 418
104, 841, 737, 158, 241
103, 842, 739, 158, 241
544, 842, 298, -17, 417
101, 843, 742, 159, 240
102, 843, 741, 159, 240
111, 844, 733, 155, 244
547, 845, 298, -18, 418
104, 845, 741, 158, 241
107, 844, 737, 157, 242
107, 844, 737, 157, 242
541, 841, 300, -16, 416
107, 842, 735, 157, 242
105, 844, 739, 158, 242
11, 844, 833, 195, 204
540, 842, 302, -16, 416
-2, 841, 843, 200, 199
0, 843, 843, 200, 200
0, 840, 840, 200, 200
3, 847, 844, 198, 201
0, 843, 843, 200, 200
-2, 841, 843, 200, 199
0, 844, 844, 200, 200
4, 847, 843, 198, 201
2, 845, 843, 199, 200
2, 845, 843, 199, 200
2, 846, 844, 199, 200
3, 845, 842, 198, 201
4, 842, 838, 198, 201
1, 843, 842, 199, 200
1, 843, 842, 199, 200
6, 849, 843, 197, 202
-3, 837, 840, 201, 198
-1, 840, 841, 200, 199
-3, 838, 841, 201, 198
-2, 839, 841, 200, 199
1, 841, 840, 199, 200
0, 838, 838, 200, 200
1, 841, 840, 199, 200
8, 843, 835, 196, 203
-8, 836, 844, 203, 196
-7, 838, 845, 202, 197
24, 843, 819, 190, 209
20, 840, 820, 192, 208
-5, 842, 847, 202, 198
1, 845, 844, 199, 200
4, 846, 842, 198, 201
-4, 841, 845, 201, 198
543, 842, 299, -17, 417
0, 844, 844, 200, 200
0, 841, 841, 200, 200
1, 843, 842, 199, 200
-2, 843, 845, 200, 199
1, 844, 843, 199, 200
4, 843, 839, 198, 201
2, 843, 841, 199, 200
-2, 840, 842, 200, 199
-1, 840, 841, 200, 199
542, 842, 300, -16, 416
-1, 844, 845, 200, 199
4, 842, 838, 198, 201
-5, 842, 847, 202, 198
540, 840, 300, -16, 416
2, 842, 840, 199, 200
1, 839, 838, 199, 200
0, 842, 842, 200, 200
542, 843, 301, -16, 416
0, 841, 841, 200, 200
0, 841, 841, 200, 200
0, 841, 841, 200, 200
540, 840, 300, -16, 416
-1, 844, 845, 200, 199
-2, 842, 844, 200, 199
-2, 841, 843, 200, 199
3, 845, 842, 198, 201
1, 846, 845, 199, 200
58, 846, 788, 176, 223
0, 846, 846, 200, 200
-1, 845, 846, 200, 199
1, 844, 843, 199, 200
0, 844, 844, 200, 200
0, 842, 842, 200, 200
0, 839, 839, 200, 200
-3, 842, 845, 201, 198
-5, 842, 847, 202, 198
0, 839, 839, 200, 200
543, 841, 298, -17, 417
-3, 839, 842, 201, 198
0, 841, 841, 200, 200
-1, 839, 840, 200, 199
-4, 838, 842, 201, 198
1, 842, 841, 199, 200
108, 843, 735, 156, 243
107, 843, 736, 157, 242
105, 842, 737, 158, 242
-1, 844, 845, 200, 199
105, 842, 737, 158, 242
107, 843, 736, 157, 242
109, 848, 739, 156, 243
5, 847, 842, 198, 202
103, 841, 738, 158, 241
107, 845, 738, 157, 242
1, 845, 844, 199, 200
103, 844, 741, 158, 241
98, 843, 745, 160, 239
0, 842, 842, 200, 200
109, 842, 733, 156, 243
-4, 839, 843, 201, 198
105, 839, 734, 158, 242
2, 844, 842, 199, 200
102, 840, 738, 159, 240
104, 840, 736, 158, 241
2, 841, 839, 199, 200
106, 835, 729, 157, 242
-1, 839, 840, 200, 199
0, 840, 840, 200, 200
106, 840, 734, 157, 242
1, 843, 842, 199, 200
109, 840, 731, 156, 243
-1, 839, 840, 200, 199
-1, 841, 842, 200, 199
0, 843, 843, 200, 200
-2, 841, 843, 200, 199
0, 843, 843, 200, 200
-2, 841, 843, 200, 199
0, 844, 844, 200, 200
2, 844, 842, 199, 200
-1, 842, 843, 200, 199
-4, 841, 845, 201, 198
-1, 841, 842, 200, 199
0, 842, 842, 200, 200
1, 843, 842, 199, 200
-3, 844, 847, 201, 198
0, 842, 842, 200, 200
0, 842, 842, 200, 200
0, 838, 838, 200, 200
-5, 838, 843, 202, 198
0, 839, 839, 200, 200
0, 842, 842, 200, 200
1, 839, 838, 199, 200
3, 843, 840, 198, 201
2, 846, 844, 199, 200
-2, 839, 841, 200, 199
-2, 839, 841, 200, 199
1, 840, 839, 199, 200
1, 841, 840, 199, 200
0, 841, 841, 200, 200
-5, 839, 844, 202, 198
3, 845, 842, 198, 201
-4, 840, 844, 201, 198
-3, 842, 845, 201, 198
0, 845, 845, 200, 200
0, 844, 844, 200, 200
-7, 838, 845, 202, 197
0, 842, 842, 200, 200
-3, 841, 844, 201, 198
-1, 841, 842, 200, 199
-2, 842, 844, 200, 199
2, 841, 839, 199, 200
4, 844, 840, 198, 201
-2, 839, 841, 200, 199
2, 840, 838, 199, 200
-539, 300, 839, 415, -15
-542, 301, 843, 416, -16
3, 841, 838, 198, 201
-221, 621, 842, 288, 111
-216, 626, 842, 286, 113
-216, 627, 843, 286, 113
-542, 299, 841, 416, -16
-548, 297, 845, 419, -19
3, 843, 840, 198, 201
-327, 518, 845, 330, 69
-325, 522, 847, 330, 70
0, 845, 845, 200, 200
-544, 303, 847, 417, -17
-541, 303, 844, 416, -16
-323, 520, 843, 329, 70
-327, 517, 844, 330, 69
-14, 827, 841, 205, 194
-540, 300, 840, 416, -16
-111, 739, 850, 244, 155
-99, 741, 840, 239, 160
-105, 738, 843, 242, 158
-543, 300, 843, 417, -17
-546, 301, 847, 418, -18
-544, 301, 845, 417, -17
-545, 299, 844, 418, -18
-544, 300, 844, 417, -17
-542, 299, 841, 416, -16
0, 842, 842, 200, 200
-3, 844, 847, 201, 198
-3, 840, 843, 201, 198
-540, 302, 842, 416, -16
-545, 299, 844, 418, -18
1, 845, 844, 199, 200
-547, 300, 847, 418, -18
-544, 299, 843, 417, -17
-545, 298, 843, 418, -18
-3, 840, 843, 201, 198
-543, 300, 843, 417, -17
-541, 300, 841, 416, -16
3, 842, 839, 198, 201
-58, 787, 845, 223, 176
-48, 794, 842, 219, 180
-59, 788, 847, 223, 176
-3, 840, 843, 201, 198
-543, 300, 843, 417, -17
-548, 298, 846, 419, -19
4, 844, 840, 198, 201
-544, 300, 844, 417, -17
-1, 844, 845, 200, 199
-541, 301, 842, 416, -16
1, 844, 843, 199, 200
-541, 298, 839, 416, -16
0, 845, 845, 200, 200
-542, 300, 842, 416, -16
0, 845, 845, 200, 200
-541, 300, 841, 416, -16
9, 848, 839, 196, 203
0, 845, 845, 200, 200
-106, 738, 844, 242, 157
-108, 735, 843, 243, 156
-106, 738, 844, 242, 157
-104, 737, 841, 241, 158
-99, 741, 840, 239, 160
-105, 738, 843, 242, 158
-106, 735, 841, 242, 157
-101, 744, 845, 240, 159
-545, 298, 843, 418, -18
-108, 737, 845, 243, 156
-105, 739, 844, 242, 158
-108, 736, 844, 243, 156
-106, 735, 841, 242, 157
-110, 734, 844, 244, 156
-544, 299, 843, 417, -17
-101, 741, 842, 240, 159
-102, 738, 840, 240, 159
-103, 737, 840, 241, 158
-107, 740, 847, 242, 157
-102, 738, 840, 240, 159
-101, 739, 840, 240, 159
-544, 299, 843, 417, -17
-103, 738, 841, 241, 158
-102, 741, 843, 240, 159
-108, 740, 848, 243, 156
-106, 736, 842, 242, 157
-108, 736, 844, 243, 156
-102, 740, 842, 240, 159
-69, 775, 844, 227, 172
-62, 779, 841, 224, 175
4, 846, 842, 198, 201
1, 844, 843, 199, 200
-545, 299, 844, 418, -18
6, 845, 839, 197, 202
-1, 841, 842, 200, 199
3, 844, 841, 198, 201
2, 842, 840, 199, 200
-104, 735, 839, 241, 158
-103, 746, 849, 241, 158
-532, 316, 848, 412, -12
-538, 312, 850, 415, -15
-540, 306, 846, 416, -16
2, 845, 843, 199, 200
-1, 843, 844, 200, 199
3, 841, 838, 198, 201
-1, 841, 842, 200, 199
-2, 841, 843, 200, 199
0, 844, 844, 200, 200
-2, 844, 846, 200, 199
6, 845, 839, 197, 202
2, 845, 843, 199, 200
0, 844, 844, 200, 200
3, 846, 843, 198, 201
2, 848, 846, 199, 200
1, 845, 844, 199, 200
1, 844, 843, 199, 200
2, 845, 843, 199, 200
1, 844, 843, 199, 200
1, 846, 845, 199, 200
-1, 843, 844, 200, 199
129, 843, 714, 148, 251
2, 843, 841, 199, 200
4, 848, 844, 198, 201
3, 849, 846, 198, 201
4, 847, 843, 198, 201
3, 848, 845, 198, 201
5, 845, 840, 198, 202
-6, 841, 847, 202, 197
2, 846, 844, 199, 200
-1, 842, 843, 200, 199
1, 846, 845, 199, 200
1, 846, 845, 199, 200
1, 843, 842, 199, 200
-1, 845, 846, 200, 199
6, 845, 839, 197, 202
-1, 843, 844, 200, 199
2, 845, 843, 199, 200
-4, 842, 846, 201, 198
5, 845, 840, 198, 202
1, 845, 844, 199, 200
3, 843, 840, 198, 201
1, 841, 840, 199, 200
-5, 839, 844, 202, 198
-2, 841, 843, 200, 199
-3, 842, 845, 201, 198
35, 844, 809, 186, 214
37, 846, 809, 185, 214
-291, 518, 809, 316, 83
2, 518, 516, 199, 200
-1, 515, 516, 200, 199
3, 517, 514, 198, 201
-2, 517, 519, 200, 199
2, 517, 515, 199, 200
0, 515, 515, 200, 200
-1, 514, 515, 200, 199
2, 513, 511, 199, 200
3, 511, 508, 198, 201
-225, 511, 736, 290, 110
-232, 506, 738, 292, 107
5, 511, 506, 198, 202
-1, 508, 509, 200, 199
3, 512, 509, 198, 201
-2, 508, 510, 200, 199
1, 507, 506, 199, 200
-2, 506, 508, 200, 199
0, 508, 508, 200, 200
1, 514, 513, 199, 200
1, 510, 509, 199, 200
0, 514, 514, 200, 200
0, 514, 514, 200, 200
-1, 514, 515, 200, 199
4, 518, 514, 198, 201
-2, 514, 516, 200, 199
2, 521, 519, 199, 200
2, 520, 518, 199, 200
3, 520, 517, 198, 201
2, 518, 516, 199, 200
-1, 516, 517, 200, 199
0, 519, 519, 200, 200
1, 518, 517, 199, 200
3, 516, 513, 198, 201
2, 516, 514, 199, 200
1, 516, 515, 199, 200
-2, 514, 516, 200, 199
-2, 512, 514, 200, 199
0, 515, 515, 200, 200
0, 512, 512, 200, 200
1, 512, 511, 199, 200
1, 511, 510, 199, 200
0, 509, 509, 200, 200
-2, 509, 511, 200, 199
-4, 512, 516, 201, 198
0, 512, 512, 200, 200
0, 515, 515, 200, 200
-1, 514, 515, 200, 199
0, 516, 516, 200, 200
1, 519, 518, 199, 200
0, 518, 518, 200, 200
1, 516, 515, 199, 200
-2, 516, 518, 200, 199
-5, 515, 520, 202, 198
-1, 519, 520, 200, 199
2, 519, 517, 199, 200
-4, 516, 520, 201, 198
2, 519, 517, 199, 200
-2, 515, 517, 200, 199
2, 516, 514, 199, 200
-2, 510, 512, 200, 199
1, 512, 511, 199, 200
-2, 509, 511, 200, 199
1, 511, 510, 199, 200
2, 511, 509, 199, 200
0, 509, 509, 200, 200
1, 509, 508, 199, 200
-2, 509, 511, 200, 199
-2, 507, 509, 200, 199
4, 512, 508, 198, 201
0, 514, 514, 200, 200
-2, 511, 513, 200, 199
3, 515, 512, 198, 201
0, 515, 515, 200, 200
0, 519, 519, 200, 200
1, 520, 519, 199, 200
0, 519, 519, 200, 200
2, 519, 517, 199, 200
-2, 518, 520, 200, 199
0, 518, 518, 200, 200
-3, 515, 518, 201, 198
-1, 514, 515, 200, 199
2, 520, 518, 199, 200
1, 515, 514, 199, 200
0, 514, 514, 200, 200
-4, 511, 515, 201, 198
-2, 511, 513, 200, 199
4, 515, 511, 198, 201
-3, 516, 519, 201, 198
-1, 514, 515, 200, 199
-4, 512, 516, 201, 198
-2, 514, 516, 200, 199
4, 518, 514, 198, 201
-2, 515, 517, 200, 199
1, 516, 515, 199, 200
-5, 516, 521, 202, 198
-1, 518, 519, 200, 199
-3, 518, 521, 201, 198
-1, 516, 517, 200, 199
-6, 514, 520, 202, 197
0, 518, 518, 200, 200
0, 519, 519, 200, 200
2, 518, 516, 199, 200
-3, 514, 517, 201, 198
-3, 516, 519, 201, 198
1, 516, 515, 199, 200
-1, 515, 516, 200, 199
-4, 513, 517, 201, 198
3, 516, 513, 198, 201
0, 514, 514, 200, 200
3, 516, 513, 198, 201
-1, 515, 516, 200, 199
-2, 515, 517, 200, 199
-5, 512, 517, 202, 198
-3, 514, 517, 201, 198
-2, 516, 518, 200, 199
-1, 515, 516, 200, 199
1, 514, 513, 199, 200
-2, 516, 518, 200, 199
-1, 521, 522, 200, 199
-1, 519, 520, 200, 199
2, 519, 517, 199, 200
-3, 516, 519, 201, 198
-1, 520, 521, 200, 199
1, 518, 517, 199, 200
-3, 517, 520, 201, 198
1, 517, 516, 199, 200
-3, 515, 518, 201, 198
-2, 515, 517, 200, 199
0, 516, 516, 200, 200
-1, 516, 517, 200, 199
-3, 514, 517, 201, 198
-1, 516, 517, 200, 199
1, 515, 514, 199, 200
-2, 515, 517, 200, 199
-2, 514, 516, 200, 199
3, 515, 512, 198, 201
-3, 515, 518, 201, 198
-1, 516, 517, 200, 199
-3, 515, 518, 201, 198
2, 518, 516, 199, 200
-2, 515, 517, 200, 199
2, 518, 516, 199, 200
7, 521, 514, 197, 202
1, 518, 517, 199, 200
2, 520, 518, 199, 200
3, 519, 516, 198, 201
1, 520, 519, 199, 200
0, 519, 519, 200, 200
0, 518, 518, 200, 200
-2, 516, 518, 200, 199
0, 515, 515, 200, 200
-2, 515, 517, 200, 199
1, 517, 516, 199, 200
-3, 515, 518, 201, 198
-2, 513, 515, 200, 199
2, 519, 517, 199, 200
-1, 514, 515, 200, 199
3, 518, 515, 198, 201
0, 515, 515, 200, 200
-1, 514, 515, 200, 199
-1, 517, 518, 200, 199
0, 515, 515, 200, 200
-2, 514, 516, 200, 199
-1, 514, 515, 200, 199
0, 517, 517, 200, 200
2, 517, 515, 199, 200
-1, 517, 518, 200, 199
2, 518, 516, 199, 200
-1, 518, 519, 200, 199
-3, 517, 520, 201, 198
-5, 512, 517, 202, 198
-1, 515, 516, 200, 199
-1, 517, 518, 200, 199
7, 519, 512, 197, 202
3, 519, 516, 198, 201
0, 516, 516, 200, 200
0, 512, 512, 200, 200
0, 513, 513, 200, 200
-1, 510, 511, 200, 199
3, 514, 511, 198, 201
-3, 509, 512, 201, 198
-2, 509, 511, 200, 199
-2, 510, 512, 200, 199
1, 510, 509, 199, 200
-5, 506, 511, 202, 198
-1, 509, 510, 200, 199
-2, 509, 511, 200, 199
-2, 509, 511, 200, 199
-1, 511, 512, 200, 199
1, 512, 511, 199, 200
3, 514, 511, 198, 201
-1, 511, 512, 200, 199
5, 516, 511, 198, 202
0, 514, 514, 200, 200
4, 520, 516, 198, 201
1, 518, 517, 199, 200
-3, 516, 519, 201, 198
-1, 516, 517, 200, 199
3, 519, 516, 198, 201
-1, 515, 516, 200, 199
-1, 516, 517, 200, 199
3, 517, 514, 198, 201
0, 516, 516, 200, 200
-1, 514, 515, 200, 199
-6, 511, 517, 202, 197
1, 513, 512, 199, 200
0, 513, 513, 200, 200
0, 512, 512, 200, 200
-5, 508, 513, 202, 198
-1, 509, 510, 200, 199
2, 509, 507, 199, 200
4, 509, 505, 198, 201
2, 510, 508, 199, 200
-1, 510, 511, 200, 199
-3, 509, 512, 201, 198
3, 512, 509, 198, 201
1, 512, 511, 199, 200
-2, 511, 513, 200, 199
0, 511, 511, 200, 200
-1, 515, 516, 200, 199
3, 515, 512, 198, 201
2, 516, 514, 199, 200
3, 516, 513, 198, 201
0, 516, 516, 200, 200
2, 518, 516, 199, 200
3, 518, 515, 198, 201
1, 517, 516, 199, 200
-1, 515, 516, 200, 199
-1, 515, 516, 200, 199
-2, 512, 514, 200, 199
3, 514, 511, 198, 201
-4, 511, 515, 201, 198
-2, 509, 511, 200, 199
-2, 509, 511, 200, 199
-1, 509, 510, 200, 199
1, 510, 509, 199, 200
4, 511, 507, 198, 201
0, 508, 508, 200, 200
-4, 507, 511, 201, 198
-2, 510, 512, 200, 199
-1, 508, 509, 200, 199
-7, 505, 512, 202, 197
3, 512, 509, 198, 201
5, 513, 508, 198, 202
1, 515, 514, 199, 200
3, 513, 510, 198, 201
-2, 514, 516, 200, 199
1, 516, 515, 199, 200
2, 518, 516, 199, 200
-3, 513, 516, 201, 198
-5, 513, 518, 202, 198
1, 518, 517, 199, 200
0, 514, 514, 200, 200
3, 518, 515, 198, 201
-4, 512, 516, 201, 198
0, 513, 513, 200, 200
5, 516, 511, 198, 202
3, 513, 510, 198, 201
0, 511, 511, 200, 200
-1, 510, 511, 200, 199
-1, 510, 511, 200, 199
-3, 509, 512, 201, 198
0, 510, 510, 200, 200
2, 510, 508, 199, 200
-3, 506, 509, 201, 198
-2, 509, 511, 200, 199
-2, 509, 511, 200, 199
-3, 509, 512, 201, 198
1, 513, 512, 199, 200
1, 513, 512, 199, 200
0, 514, 514, 200, 200
-4, 512, 516, 201, 198
-1, 515, 516, 200, 199
3, 518, 515, 198, 201
-1, 514, 515, 200, 199
-3, 514, 517, 201, 198
1, 517, 516, 199, 200
3, 517, 514, 198, 201
-2, 513, 515, 200, 199
-2, 514, 516, 200, 199
2, 515, 513, 199, 200
1, 513, 512, 199, 200
-1, 514, 515, 200, 199
1, 512, 511, 199, 200
6, 516, 510, 197, 202
-1, 511, 512, 200, 199
2, 509, 507, 199, 200
2, 512, 510, 199, 200
1, 510, 509, 199, 200
-2, 507, 509, 200, 199
-2, 509, 511, 200, 199
0, 509, 509, 200, 200
-2, 509, 511, 200, 199
-3, 509, 512, 201, 198
-2, 508, 510, 200, 199
-1, 512, 513, 200, 199
-2, 513, 515, 200, 199
1, 513, 512, 199, 200
-1, 514, 515, 200, 199
0, 515, 515, 200, 200
1, 518, 517, 199, 200
5, 520, 515, 198, 202
2, 520, 518, 199, 200
1, 520, 519, 199, 200
-3, 518, 521, 201, 198
4, 520, 516, 198, 201
-3, 516, 519, 201, 198
-4, 517, 521, 201, 198
3, 520, 517, 198, 201
-2, 516, 518, 200, 199
-2, 517, 519, 200, 199
4, 518, 514, 198, 201
0, 515, 515, 200, 200
4, 517, 513, 198, 201
0, 517, 517, 200, 200
1, 513, 512, 199, 200
0, 515, 515, 200, 200
4, 517, 513, 198, 201
-3, 513, 516, 201, 198
1, 515, 514, 199, 200
0, 515, 515, 200, 200
1, 519, 518, 199, 200
198, 714, 516, 120, 279
196, 712, 516, 121, 278
196, 712, 516, 121, 278
-3, 516, 519, 201, 198
3, 520, 517, 198, 201
-4, 519, 523, 201, 198
-1, 517, 518, 200, 199
5, 520, 515, 198, 202
0, 519, 519, 200, 200
273, 789, 516, 90, 309
323, 842, 519, 70, 329
328, 844, 516, 68, 331
324, 840, 516, 70, 329
326, 842, 516, 69, 330
328, 845, 517, 68, 331
328, 842, 514, 68, 331
325, 841, 516, 70, 330
327, 842, 515, 69, 330
330, 845, 515, 68, 332
325, 839, 514, 70, 330
333, 846, 513, 66, 333
326, 842, 516, 69, 330
322, 838, 516, 71, 328
330, 845, 515, 68, 332
327, 846, 519, 69, 330
323, 841, 518, 70, 329
328, 845, 517, 68, 331
327, 842, 515, 69, 330
0, 843, 843, 200, 200
5, 846, 841, 198, 202
-2, 842, 844, 200, 199
4, 846, 842, 198, 201
-6, 839, 845, 202, 197
0, 842, 842, 200, 200
-3, 842, 845, 201, 198
-3, 839, 842, 201, 198
4, 844, 840, 198, 201
7, 845, 838, 197, 202
4, 846, 842, 198, 201
0, 843, 843, 200, 200
-1, 842, 843, 200, 199
0, 841, 841, 200, 200
1, 844, 843, 199, 200
-2, 841, 843, 200, 199
-3, 840, 843, 201, 198
-2, 841, 843, 200, 199
0, 845, 845, 200, 200
1, 841, 840, 199, 200
2, 843, 841, 199, 200
-4, 842, 846, 201, 198
5, 849, 844, 198, 202
-4, 839, 843, 201, 198
0, 843, 843, 200, 200
3, 846, 843, 198, 201
-2, 845, 847, 200, 199
4, 847, 843, 198, 201
2, 841, 839, 199, 200
-5, 841, 846, 202, 198
-2, 841, 843, 200, 199
-2, 843, 845, 200, 199
0, 843, 843, 200, 200
0, 843, 843, 200, 200
-3, 843, 846, 201, 198
-1, 841, 842, 200, 199
7, 847, 840, 197, 202
-2, 843, 845, 200, 199
-1, 843, 844, 200, 199
-3, 839, 842, 201, 198
1, 841, 840, 199, 200
6, 844, 838, 197, 202
-4, 842, 846, 201, 198
-1, 841, 842, 200, 199
-5, 842, 847, 202, 198
-3, 841, 844, 201, 198
1, 842, 841, 199, 200
0, 843, 843, 200, 200
-4, 838, 842, 201, 198
-1, 843, 844, 200, 199
4, 847, 843, 198, 201
0, 841, 841, 200, 200
-2, 843, 845, 200, 199
1, 843, 842, 199, 200
3, 844, 841, 198, 201
-1, 841, 842, 200, 199
5, 846, 841, 198, 202
-1, 844, 845, 200, 199
2, 840, 838, 199, 200
4, 842, 838, 198, 201
1, 844, 843, 199, 200
-2, 841, 843, 200, 199
-2, 843, 845, 200, 199
-1, 840, 841, 200, 199
544, 844, 300, -17, 417
2, 322, 320, 199, 200
1, 318, 317, 199, 200
-4, 311, 315, 201, 198
-1, 304, 305, 200, 199
1, 301, 300, 199, 200
2, 300, 298, 199, 200
-540, 298, 838, 416, -16
0, 299, 299, 200, 200
-543, 298, 841, 417, -17
543, 844, 301, -17, 417
510, 855, 345, -4, 404
533, 851, 318, -13, 413
537, 837, 300, -14, 414
535, 835, 300, -14, 414
533, 835, 302, -13, 413
536, 836, 300, -14, 414
544, 842, 298, -17, 417
544, 844, 300, -17, 417
546, 845, 299, -18, 418
549, 846, 297, -19, 419
543, 844, 301, -17, 417
544, 844, 300, -17, 417
540, 841, 301, -16, 416
547, 844, 297, -18, 418
547, 845, 298, -18, 418
543, 843, 300, -17, 417
546, 845, 299, -18, 418
540, 841, 301, -16, 416
548, 846, 298, -19, 419
545, 845, 300, -18, 418
545, 844, 299, -18, 418
-1, 841, 842, 200, 199
547, 846, 299, -18, 418
0, 848, 848, 200, 200
547, 844, 297, -18, 418
0, 844, 844, 200, 200
542, 843, 301, -16, 416
5, 848, 843, 198, 202
546, 843, 297, -18, 418
0, 843, 843, 200, 200
543, 843, 300, -17, 417
1, 845, 844, 199, 200
545, 845, 300, -18, 418
3, 846, 843, 198, 201
543, 842, 299, -17, 417
2, 844, 842, 199, 200
1, 848, 847, 199, 200
544, 844, 300, -17, 417
2, 846, 844, 199, 200
-1, 844, 845, 200, 199
543, 843, 300, -17, 417
-2, 845, 847, 200, 199
5, 846, 841, 198, 202
544, 844, 300, -17, 417
1, 848, 847, 199, 200
1, 842, 841, 199, 200
544, 844, 300, -17, 417
-1, 842, 843, 200, 199
1, 843, 842, 199, 200
155, 775, 620, 138, 262
467, 768, 301, 13, 386
431, 875, 444, 27, 372
523, 822, 299, -9, 409
1, 825, 824, 199, 200
-1, 828, 829, 200, 199
6, 822, 816, 197, 202
3, 831, 828, 198, 201
-4, 814, 818, 201, 198
-2, 824, 826, 200, 199
510, 811, 301, -4, 404
527, 827, 300, -10, 410
8, 824, 816, 196, 203
